data,rodada,mandante,visitante,competicao,escanteios_mandante,escanteios_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,faltas_mandante,faltas_visitante
2021-10-14,26,Cuiaba,Sport,Brasileirao Serie A 2021,2,5,16,13,8,3,4,0,14,8
2021-10-14,26,Sao Paulo,Ceara,Brasileirao Serie A 2021,10,10,23,12,8,7,3,3,18,14
2021-10-16,27,America-MG,Bahia,Brasileirao Serie A 2021,8,7,15,13,6,3,1,2,12,22
2021-10-16,27,Chapecoense,Fortaleza,Brasileirao Serie A 2021,3,3,8,14,1,5,3,1,20,12
2021-10-17,27,Athletico-PR,Fluminense,Brasileirao Serie A 2021,6,1,16,6,6,2,2,1,22,15
2021-10-17,27,Atletico-GO,Atletico-MG,Brasileirao Serie A 2021,3,8,9,22,4,3,1,0,8,7
2021-10-17,27,Ceara,Bragantino,Brasileirao Serie A 2021,11,1,23,19,9,6,2,7,13,14
2021-10-17,27,Flamengo,Cuiaba,Brasileirao Serie A 2021,12,2,16,2,4,0,1,1,12,7
2021-10-17,27,Gremio,Juventude,Brasileirao Serie A 2021,6,1,14,6,7,3,1,3,24,15
2021-10-17,27,Palmeiras,Internacional,Brasileirao Serie A 2021,5,6,16,14,3,4,3,4,13,21
2021-10-17,27,Sport,Santos,Brasileirao Serie A 2021,8,4,14,10,3,2,1,3,14,11
2021-10-18,27,Sao Paulo,Corinthians,Brasileirao Serie A 2021,6,5,8,10,2,2,3,2,21,8
2021-10-20,19,Ceara,Palmeiras,Brasileirao Serie A 2021,7,6,14,12,5,5,4,2,19,11
2021-10-21,19,Internacional,Bragantino,Brasileirao Serie A 2021,1,6,9,15,4,6,5,2,18,13
2021-10-23,28,Fluminense,Flamengo,Brasileirao Serie A 2021,5,7,11,16,6,3,6,3,22,16
2021-10-23,28,Fortaleza,Athletico-PR,Brasileirao Serie A 2021,4,10,16,13,7,4,2,2,13,12
2021-10-23,28,Juventude,Ceara,Brasileirao Serie A 2021,9,3,26,4,8,2,1,2,15,20
2021-10-23,28,Santos,America-MG,Brasileirao Serie A 2021,3,5,14,16,6,4,1,2,10,12
2021-10-24,28,Atletico-MG,Cuiaba,Brasileirao Serie A 2021,7,2,21,7,9,2,,,12,13
2021-10-24,28,Bahia,Chapecoense,Brasileirao Serie A 2021,4,9,15,11,6,1,1,1,6,11
2021-10-24,28,Bragantino,Sao Paulo,Brasileirao Serie A 2021,3,5,16,15,5,5,3,0,14,19
2021-10-24,28,Internacional,Corinthians,Brasileirao Serie A 2021,3,2,11,13,6,2,3,3,23,11
2021-10-25,28,Atletico-GO,Gremio,Brasileirao Serie A 2021,3,11,11,19,6,5,2,7,11,17
2021-10-25,28,Palmeiras,Sport,Brasileirao Serie A 2021,23,0,37,6,16,1,1,3,10,20
2021-10-27,23,Bahia,Ceara,Brasileirao Serie A 2021,8,5,13,9,7,4,3,1,19,13
2021-10-27,23,Santos,Fluminense,Brasileirao Serie A 2021,2,4,11,17,5,4,2,2,18,10
2021-10-28,34,Bragantino,Sport,Brasileirao Serie A 2021,8,7,16,17,3,4,3,6,17,14
2021-10-30,29,America-MG,Fortaleza,Brasileirao Serie A 2021,7,5,23,12,8,8,0,5,13,19
2021-10-30,29,Athletico-PR,Santos,Brasileirao Serie A 2021,8,2,29,10,6,2,1,2,11,9
2021-10-30,29,Flamengo,Atletico-MG,Brasileirao Serie A 2021,2,7,8,16,3,2,4,2,22,19
2021-10-30,29,Juventude,Bahia,Brasileirao Serie A 2021,7,3,18,9,3,0,2,1,13,17
2021-10-31,29,Ceara,Fluminense,Brasileirao Serie A 2021,4,7,8,17,2,0,4,2,8,7
2021-10-31,29,Gremio,Palmeiras,Brasileirao Serie A 2021,4,2,15,11,5,5,5,2,26,12
2021-10-31,29,Sao Paulo,Internacional,Brasileirao Serie A 2021,5,1,21,9,8,3,0,2,17,13
2021-10-31,29,Sport,Atletico-GO,Brasileirao Serie A 2021,6,3,22,16,6,3,4,3,15,13
2021-11-01,29,Corinthians,Chapecoense,Brasileirao Serie A 2021,14,0,18,2,5,2,1,4,12,19
2021-11-01,29,Cuiaba,Bragantino,Brasileirao Serie A 2021,7,2,20,13,6,8,2,3,8,16
2021-11-02,4,Athletico-PR,Flamengo,Brasileirao Serie A 2021,7,3,21,13,5,6,4,2,8,15
2021-11-03,19,Atletico-MG,Gremio,Brasileirao Serie A 2021,1,8,15,14,4,5,5,6,10,14
2021-11-04,31,Cuiaba,Chapecoense,Brasileirao Serie A 2021,6,2,16,7,3,2,1,1,13,15
2021-11-05,19,Flamengo,Atletico-GO,Brasileirao Serie A 2021,9,7,23,10,7,2,2,1,10,15
2021-11-06,30,Corinthians,Fortaleza,Brasileirao Serie A 2021,8,4,14,9,6,2,3,3,18,26
2021-11-06,30,Fluminense,Sport,Brasileirao Serie A 2021,5,4,21,8,3,2,1,1,11,12
2021-11-06,30,Internacional,Gremio,Brasileirao Serie A 2021,4,8,9,8,2,5,1,3,19,17
2021-11-07,30,Atletico-MG,America-MG,Brasileirao Serie A 2021,9,1,18,16,7,4,3,2,21,10
2021-11-07,30,Bahia,Sao Paulo,Brasileirao Serie A 2021,11,6,15,8,4,3,1,2,11,18
2021-11-07,30,Bragantino,Athletico-PR,Brasileirao Serie A 2021,5,1,11,8,3,5,2,3,16,25
2021-11-07,30,Ceara,Cuiaba,Brasileirao Serie A 2021,8,4,16,7,4,1,3,1,15,13
2021-11-07,30,Santos,Palmeiras,Brasileirao Serie A 2021,4,2,12,15,4,6,3,2,14,17
2021-11-08,30,Chapecoense,Flamengo,Brasileirao Serie A 2021,7,6,14,21,3,10,2,3,14,11
2021-11-09,31,Gremio,Fluminense,Brasileirao Serie A 2021,6,0,25,11,7,5,3,1,18,9
2021-11-10,31,Athletico-PR,Ceara,Brasileirao Serie A 2021,6,3,13,14,4,4,4,3,9,10
2021-11-10,31,Atletico-MG,Corinthians,Brasileirao Serie A 2021,8,5,11,7,5,0,2,2,20,4
2021-11-10,31,Fortaleza,Sao Paulo,Brasileirao Serie A 2021,6,5,15,11,3,3,4,5,15,11
2021-11-10,31,Juventude,Internacional,Brasileirao Serie A 2021,2,3,14,14,3,3,2,4,19,15
2021-11-10,31,Palmeiras,Atletico-GO,Brasileirao Serie A 2021,5,8,14,10,7,0,1,3,10,13
2021-11-10,31,Santos,Bragantino,Brasileirao Serie A 2021,5,7,11,14,5,3,2,1,11,10
2021-11-10,31,Sport,America-MG,Brasileirao Serie A 2021,6,9,11,14,3,6,2,3,11,14
2021-11-11,31,Flamengo,Bahia,Brasileirao Serie A 2021,8,3,17,7,6,2,0,1,14,9
2021-11-13,32,America-MG,Gremio,Brasileirao Serie A 2021,3,9,12,26,6,8,3,1,14,16
2021-11-13,32,Atletico-GO,Santos,Brasileirao Serie A 2021,14,2,9,6,3,0,2,3,13,13
2021-11-13,32,Bragantino,Fortaleza,Brasileirao Serie A 2021,2,5,11,13,5,2,3,4,25,12
2021-11-13,32,Corinthians,Cuiaba,Brasileirao Serie A 2021,4,5,12,9,4,6,1,1,15,9
2021-11-13,32,Internacional,Athletico-PR,Brasileirao Serie A 2021,5,5,16,10,4,1,7,3,17,13
2021-11-14,32,Ceara,Sport,Brasileirao Serie A 2021,2,6,12,21,3,8,1,2,12,17
2021-11-14,32,Chapecoense,Juventude,Brasileirao Serie A 2021,6,3,12,10,4,3,3,3,15,17
2021-11-14,32,Fluminense,Palmeiras,Brasileirao Serie A 2021,5,2,9,11,3,4,3,4,12,20
2021-11-14,32,Sao Paulo,Flamengo,Brasileirao Serie A 2021,1,3,6,15,3,7,1,1,6,9
2021-11-16,33,Athletico-PR,Atletico-MG,Brasileirao Serie A 2021,3,6,8,9,1,2,1,2,15,14
2021-11-16,33,Gremio,Bragantino,Brasileirao Serie A 2021,11,1,25,7,10,2,0,2,15,17
2021-11-17,33,America-MG,Atletico-GO,Brasileirao Serie A 2021,2,5,23,14,4,1,1,1,7,14
2021-11-17,33,Cuiaba,Internacional,Brasileirao Serie A 2021,6,4,21,11,5,4,4,1,14,17
2021-11-17,33,Flamengo,Corinthians,Brasileirao Serie A 2021,8,1,22,6,6,1,1,2,15,8
2021-11-17,33,Fortaleza,Ceara,Brasileirao Serie A 2021,5,1,17,13,8,5,1,4,14,14
2021-11-17,33,Juventude,Fluminense,Brasileirao Serie A 2021,2,5,15,7,7,1,2,1,20,19
2021-11-17,33,Palmeiras,Sao Paulo,Brasileirao Serie A 2021,7,3,16,16,4,6,1,2,12,19
2021-11-17,33,Santos,Chapecoense,Brasileirao Serie A 2021,2,5,9,15,3,5,1,2,14,14
2021-11-18,33,Sport,Bahia,Brasileirao Serie A 2021,3,5,16,14,4,4,1,3,19,14
2021-11-20,34,Atletico-GO,Ceara,Brasileirao Serie A 2021,10,1,20,5,4,2,0,3,10,21
2021-11-20,34,Atletico-MG,Juventude,Brasileirao Serie A 2021,5,1,18,2,5,0,1,2,20,13
2021-11-20,34,Chapecoense,Gremio,Brasileirao Serie A 2021,4,4,10,24,4,6,1,1,19,18
2021-11-20,34,Fortaleza,Palmeiras,Brasileirao Serie A 2021,2,6,8,13,3,4,3,2,22,12
2021-11-20,34,Internacional,Flamengo,Brasileirao Serie A 2021,8,5,22,15,9,8,2,1,14,13
2021-11-21,34,Bahia,Cuiaba,Brasileirao Serie A 2021,8,4,19,8,3,0,1,0,12,9
2021-11-21,34,Corinthians,Santos,Brasileirao Serie A 2021,11,4,23,9,11,1,1,0,6,8
2021-11-21,34,Fluminense,America-MG,Brasileirao Serie A 2021,2,1,11,9,5,3,1,2,21,17
2021-11-23,30,Atletico-GO,Juventude,Brasileirao Serie A 2021,6,2,15,12,8,5,1,2,19,16
2021-11-23,2,Gremio,Flamengo,Brasileirao Serie A 2021,5,4,18,12,8,6,2,2,14,14
2021-11-23,35,Palmeiras,Atletico-MG,Brasileirao Serie A 2021,2,6,11,15,7,5,4,3,16,22
2021-11-24,35,Fluminense,Internacional,Brasileirao Serie A 2021,1,7,9,14,1,4,5,5,20,18
2021-11-24,34,Sao Paulo,Athletico-PR,Brasileirao Serie A 2021,9,0,20,3,2,0,3,2,14,15
2021-11-25,35,Ceara,Corinthians,Brasileirao Serie A 2021,2,5,15,15,5,6,3,4,16,13
2021-11-25,35,Santos,Fortaleza,Brasileirao Serie A 2021,6,4,15,11,6,2,3,2,15,15
2021-11-26,36,Bahia,Gremio,Brasileirao Serie A 2021,3,9,13,11,6,3,3,3,15,15
2021-11-27,36,Bragantino,America-MG,Brasileirao Serie A 2021,6,5,11,13,5,3,3,2,21,14
2021-11-27,36,Sao Paulo,Sport,Brasileirao Serie A 2021,7,5,20,7,9,4,0,1,16,14
2021-11-28,36,Atletico-MG,Fluminense,Brasileirao Serie A 2021,7,3,9,6,4,4,6,3,22,18
2021-11-28,36,Corinthians,Athletico-PR,Brasileirao Serie A 2021,10,3,16,11,5,2,5,3,14,19
2021-11-28,36,Internacional,Santos,Brasileirao Serie A 2021,3,5,17,13,6,5,1,2,16,17
2021-11-29,35,Atletico-GO,Bahia,Brasileirao Serie A 2021,4,5,12,14,3,2,5,2,16,20
2021-11-30,35,America-MG,Chapecoense,Brasileirao Serie A 2021,8,9,24,10,7,3,2,2,10,11
2021-11-30,36,Cuiaba,Palmeiras,Brasileirao Serie A 2021,12,4,21,13,6,5,4,1,15,10
2021-11-30,36,Flamengo,Ceara,Brasileirao Serie A 2021,8,6,15,12,5,4,6,1,20,19
2021-11-30,35,Juventude,Bragantino,Brasileirao Serie A 2021,0,4,9,13,2,0,3,3,15,25
2021-12-02,32,Bahia,Atletico-MG,Brasileirao Serie A 2021,4,6,13,19,3,9,2,3,13,12
2021-12-02,35,Gremio,Sao Paulo,Brasileirao Serie A 2021,6,0,17,5,8,1,3,2,17,13
2021-12-03,35,Athletico-PR,Cuiaba,Brasileirao Serie A 2021,8,2,19,8,3,1,4,5,15,14
2021-12-03,36,Chapecoense,Atletico-GO,Brasileirao Serie A 2021,3,4,8,9,0,1,2,3,17,17
2021-12-03,36,Fortaleza,Juventude,Brasileirao Serie A 2021,5,4,15,11,4,3,2,0,20,14
2021-12-03,35,Sport,Flamengo,Brasileirao Serie A 2021,6,6,15,22,9,7,2,3,13,11
2021-12-05,37,Atletico-MG,Bragantino,Brasileirao Serie A 2021,5,3,13,18,6,11,1,2,5,10
2021-12-05,37,Bahia,Fluminense,Brasileirao Serie A 2021,11,3,14,9,6,1,2,5,14,20
2021-12-05,37,Ceara,America-MG,Brasileirao Serie A 2021,7,3,15,18,3,1,0,2,14,13
2021-12-05,37,Corinthians,Gremio,Brasileirao Serie A 2021,2,5,11,12,3,3,1,3,7,22
2021-12-06,37,Athletico-PR,Palmeiras,Brasileirao Serie A 2021,8,1,23,4,4,0,1,1,11,10
2021-12-06,37,Chapecoense,Sport,Brasileirao Serie A 2021,6,3,14,25,6,4,3,4,16,27
2021-12-06,37,Cuiaba,Fortaleza,Brasileirao Serie A 2021,1,2,8,13,1,3,1,3,22,23
2021-12-06,37,Flamengo,Santos,Brasileirao Serie A 2021,5,1,9,9,4,4,3,3,23,14
2021-12-06,37,Internacional,Atletico-GO,Brasileirao Serie A 2021,11,3,23,11,6,4,3,2,14,9
2021-12-06,37,Sao Paulo,Juventude,Brasileirao Serie A 2021,7,6,13,9,6,3,5,3,25,13
2021-12-09,38,America-MG,Sao Paulo,Brasileirao Serie A 2021,5,5,19,11,4,2,2,2,18,18
2021-12-09,38,Atletico-GO,Flamengo,Brasileirao Serie A 2021,4,6,13,12,3,6,4,2,15,7
2021-12-09,38,Bragantino,Internacional,Brasileirao Serie A 2021,4,2,23,4,4,1,4,5,23,26
2021-12-09,38,Fluminense,Chapecoense,Brasileirao Serie A 2021,9,3,22,3,8,0,3,2,12,10
2021-12-09,38,Fortaleza,Bahia,Brasileirao Serie A 2021,6,3,14,9,6,6,4,2,15,17
2021-12-09,38,Gremio,Atletico-MG,Brasileirao Serie A 2021,3,9,7,13,4,7,3,1,15,11
2021-12-09,38,Juventude,Corinthians,Brasileirao Serie A 2021,11,4,17,1,6,1,1,2,10,22
2021-12-09,38,Palmeiras,Ceara,Brasileirao Serie A 2021,5,8,12,31,2,9,2,0,18,4
2021-12-09,38,Santos,Cuiaba,Brasileirao Serie A 2021,6,4,13,8,5,3,1,2,17,15
2021-12-09,38,Sport,Athletico-PR,Brasileirao Serie A 2021,6,4,18,7,6,4,1,1,17,14
2022-04-09,1,Atletico-GO,Flamengo,Brasileirao Serie A 2022,4,10,10,12,3,3,3,2,7,11
2022-04-09,1,Fluminense,Santos,Brasileirao Serie A 2022,8,1,26,3,6,1,1,0,14,18
2022-04-09,1,Palmeiras,Ceara,Brasileirao Serie A 2022,11,8,17,19,4,9,4,8,17,14
2022-04-10,1,Atletico-MG,Internacional,Brasileirao Serie A 2022,3,3,15,6,5,1,2,4,12,18
2022-04-10,1,Avai,America-MG,Brasileirao Serie A 2022,6,1,13,7,2,1,3,3,20,18
2022-04-10,1,Botafogo-RJ,Corinthians,Brasileirao Serie A 2022,2,4,9,15,4,8,1,4,6,18
2022-04-10,1,Coritiba,Goias,Brasileirao Serie A 2022,7,3,17,7,9,0,2,4,10,12
2022-04-10,1,Fortaleza,Cuiaba,Brasileirao Serie A 2022,7,1,22,9,5,4,2,3,22,23
2022-04-10,1,Sao Paulo,Athletico-PR,Brasileirao Serie A 2022,5,5,18,7,8,0,1,3,17,14
2022-04-11,1,Juventude,Bragantino,Brasileirao Serie A 2022,5,4,13,15,7,2,4,5,16,17
2022-04-16,2,America-MG,Juventude,Brasileirao Serie A 2022,5,5,22,13,9,4,3,0,19,11
2022-04-16,2,Corinthians,Avai,Brasileirao Serie A 2022,7,2,14,15,4,5,1,1,22,12
2022-04-16,2,Cuiaba,Fluminense,Brasileirao Serie A 2022,2,5,5,12,1,3,2,1,18,14
2022-04-16,2,Goias,Palmeiras,Brasileirao Serie A 2022,2,6,9,22,6,6,4,0,16,7
2022-04-17,2,Athletico-PR,Atletico-MG,Brasileirao Serie A 2022,2,5,12,17,3,5,2,3,9,14
2022-04-17,2,Bragantino,Atletico-GO,Brasileirao Serie A 2022,13,2,18,5,8,3,1,4,12,9
2022-04-17,2,Ceara,Botafogo-RJ,Brasileirao Serie A 2022,4,2,18,11,4,3,1,4,16,15
2022-04-17,2,Flamengo,Sao Paulo,Brasileirao Serie A 2022,2,3,19,6,8,1,2,6,17,25
2022-04-17,2,Internacional,Fortaleza,Brasileirao Serie A 2022,8,5,18,7,5,3,5,5,15,13
2022-04-17,2,Santos,Coritiba,Brasileirao Serie A 2022,4,7,15,22,7,6,2,4,22,10
2022-04-20,4,Flamengo,Palmeiras,Brasileirao Serie A 2022,9,6,17,10,2,2,3,4,15,21
2022-04-23,3,Athletico-PR,Flamengo,Brasileirao Serie A 2022,6,5,10,11,2,6,4,2,15,10
2022-04-23,3,Atletico-MG,Coritiba,Brasileirao Serie A 2022,3,3,20,11,5,4,2,1,10,8
2022-04-23,3,Bragantino,Sao Paulo,Brasileirao Serie A 2022,6,9,15,24,3,7,5,2,13,12
2022-04-23,3,Fluminense,Internacional,Brasileirao Serie A 2022,5,4,12,12,2,4,5,3,15,12
2022-04-23,3,Palmeiras,Corinthians,Brasileirao Serie A 2022,12,3,20,7,7,1,1,2,13,14
2022-04-24,3,Atletico-GO,Botafogo-RJ,Brasileirao Serie A 2022,2,7,9,17,2,2,2,1,11,5
2022-04-24,3,Juventude,Cuiaba,Brasileirao Serie A 2022,6,7,13,10,2,4,1,4,18,19
2022-04-24,3,Santos,America-MG,Brasileirao Serie A 2022,3,8,18,19,8,2,2,0,16,8
2022-04-25,3,Avai,Goias,Brasileirao Serie A 2022,3,5,14,18,4,5,5,5,20,20
2022-04-30,4,America-MG,Athletico-PR,Brasileirao Serie A 2022,6,11,7,13,3,6,1,0,19,12
2022-04-30,4,Ceara,Bragantino,Brasileirao Serie A 2022,5,4,14,18,4,6,1,5,11,20
2022-04-30,4,Cuiaba,Atletico-GO,Brasileirao Serie A 2022,4,6,17,14,5,7,2,0,12,14
2022-04-30,4,Goias,Atletico-MG,Brasileirao Serie A 2022,0,10,7,21,2,5,5,4,20,15
2022-05-01,4,Botafogo-RJ,Juventude,Brasileirao Serie A 2022,6,4,17,7,4,4,2,5,14,18
2022-05-01,4,Corinthians,Fortaleza,Brasileirao Serie A 2022,9,4,6,15,3,5,1,3,14,14
2022-05-01,4,Coritiba,Fluminense,Brasileirao Serie A 2022,8,1,20,7,8,4,0,2,13,16
2022-05-01,4,Internacional,Avai,Brasileirao Serie A 2022,18,2,23,11,3,4,2,4,15,16
2022-05-02,4,Sao Paulo,Santos,Brasileirao Serie A 2022,2,4,10,8,3,3,2,4,15,8
2022-05-07,5,Athletico-PR,Ceara,Brasileirao Serie A 2022,4,9,15,16,9,3,5,4,19,8
2022-05-07,5,Atletico-MG,America-MG,Brasileirao Serie A 2022,11,3,23,12,8,9,4,3,7,22
2022-05-08,5,Atletico-GO,Goias,Brasileirao Serie A 2022,12,0,33,6,7,3,4,2,12,11
2022-05-08,5,Bragantino,Corinthians,Brasileirao Serie A 2022,1,1,8,4,2,1,1,2,11,9
2022-05-08,5,Flamengo,Botafogo-RJ,Brasileirao Serie A 2022,10,4,17,13,8,8,1,3,13,18
2022-05-08,5,Fortaleza,Sao Paulo,Brasileirao Serie A 2022,9,4,12,4,3,2,2,3,16,14
2022-05-08,5,Juventude,Internacional,Brasileirao Serie A 2022,6,3,12,8,5,3,5,5,22,13
2022-05-08,5,Palmeiras,Fluminense,Brasileirao Serie A 2022,6,3,19,8,5,2,1,2,10,13
2022-05-08,5,Santos,Cuiaba,Brasileirao Serie A 2022,4,8,12,16,7,3,1,2,14,12
2022-05-09,5,Avai,Coritiba,Brasileirao Serie A 2022,5,7,12,8,6,4,3,3,14,13
2022-05-11,7,Bragantino,Atletico-MG,Brasileirao Serie A 2022,3,10,6,18,1,4,3,2,13,5
2022-05-14,6,Atletico-MG,Atletico-GO,Brasileirao Serie A 2022,10,2,14,5,7,0,1,2,16,14
2022-05-14,6,Ceara,Flamengo,Brasileirao Serie A 2022,8,3,15,11,5,4,5,5,18,22
2022-05-14,6,Fluminense,Athletico-PR,Brasileirao Serie A 2022,4,5,11,12,6,3,3,2,12,12
2022-05-14,6,Internacional,Corinthians,Brasileirao Serie A 2022,5,6,13,15,5,9,2,2,8,7
2022-05-14,6,Palmeiras,Bragantino,Brasileirao Serie A 2022,7,4,14,11,7,2,2,2,11,14
2022-05-15,6,Avai,Juventude,Brasileirao Serie A 2022,6,6,17,5,5,3,2,5,18,16
2022-05-15,6,Botafogo-RJ,Fortaleza,Brasileirao Serie A 2022,5,1,13,10,6,3,3,0,14,15
2022-05-15,6,Coritiba,America-MG,Brasileirao Serie A 2022,7,4,17,9,7,2,1,4,11,23
2022-05-15,6,Goias,Santos,Brasileirao Serie A 2022,5,9,10,16,5,3,,,14,11
2022-05-15,6,Sao Paulo,Cuiaba,Brasileirao Serie A 2022,15,3,21,6,9,3,2,1,5,15
2022-05-21,7,America-MG,Botafogo-RJ,Brasileirao Serie A 2022,3,5,12,8,4,5,2,1,19,9
2022-05-21,7,Atletico-GO,Coritiba,Brasileirao Serie A 2022,3,5,17,14,3,6,4,1,14,13
2022-05-21,7,Cuiaba,Internacional,Brasileirao Serie A 2022,4,11,11,14,3,4,1,7,9,12
2022-05-21,7,Flamengo,Goias,Brasileirao Serie A 2022,6,4,11,3,6,0,1,3,14,19
2022-05-21,7,Juventude,Palmeiras,Brasileirao Serie A 2022,7,7,13,20,3,8,3,0,20,6
2022-05-21,7,Santos,Ceara,Brasileirao Serie A 2022,6,2,16,11,3,4,1,5,9,13
2022-05-22,7,Athletico-PR,Avai,Brasileirao Serie A 2022,5,4,12,9,3,4,2,6,23,17
2022-05-22,7,Corinthians,Sao Paulo,Brasileirao Serie A 2022,8,8,13,14,5,7,2,3,11,12
2022-05-22,7,Fortaleza,Fluminense,Brasileirao Serie A 2022,12,5,23,7,8,3,1,1,13,14
2022-05-28,8,Fortaleza,Juventude,Brasileirao Serie A 2022,8,7,14,16,3,8,2,3,10,16
2022-05-28,8,Goias,Bragantino,Brasileirao Serie A 2022,6,1,17,14,2,4,2,3,18,22
2022-05-28,8,Sao Paulo,Ceara,Brasileirao Serie A 2022,8,3,15,7,5,4,2,5,19,10
2022-05-29,8,Atletico-MG,Avai,Brasileirao Serie A 2022,13,0,27,5,7,1,3,2,14,10
2022-05-29,8,Corinthians,America-MG,Brasileirao Serie A 2022,6,5,7,13,4,5,2,1,13,19
2022-05-29,8,Coritiba,Botafogo-RJ,Brasileirao Serie A 2022,5,9,15,18,5,3,5,3,10,12
2022-05-29,8,Cuiaba,Athletico-PR,Brasileirao Serie A 2022,8,8,10,19,0,8,5,0,9,17
2022-05-29,8,Fluminense,Flamengo,Brasileirao Serie A 2022,12,2,17,7,6,3,3,5,9,16
2022-05-29,8,Santos,Palmeiras,Brasileirao Serie A 2022,3,4,18,17,4,4,5,1,19,15
2022-05-30,8,Internacional,Atletico-GO,Brasileirao Serie A 2022,3,12,10,20,5,7,1,2,7,16
2022-06-01,3,Fortaleza,Ceara,Brasileirao Serie A 2022,4,1,11,19,3,7,5,4,18,18
2022-06-04,9,America-MG,Cuiaba,Brasileirao Serie A 2022,8,4,16,5,6,2,0,1,11,11
2022-06-04,9,Athletico-PR,Santos,Brasileirao Serie A 2022,7,6,14,14,4,3,5,3,21,11
2022-06-04,9,Atletico-GO,Corinthians,Brasileirao Serie A 2022,9,0,14,10,3,1,3,3,9,11
2022-06-04,9,Avai,Sao Paulo,Brasileirao Serie A 2022,4,7,17,16,6,4,2,2,11,23
2022-06-04,9,Ceara,Coritiba,Brasileirao Serie A 2022,5,6,22,14,10,6,1,4,14,9
2022-06-05,9,Bragantino,Internacional,Brasileirao Serie A 2022,7,3,8,9,2,5,3,3,20,12
2022-06-05,9,Flamengo,Fortaleza,Brasileirao Serie A 2022,9,3,11,12,3,6,3,4,9,21
2022-06-05,9,Juventude,Fluminense,Brasileirao Serie A 2022,5,7,11,6,3,2,3,4,21,10
2022-06-05,9,Palmeiras,Atletico-MG,Brasileirao Serie A 2022,6,2,16,11,3,3,1,3,8,19
2022-06-06,9,Botafogo-RJ,Goias,Brasileirao Serie A 2022,9,2,16,11,5,4,2,2,11,22
2022-06-07,10,Cuiaba,Corinthians,Brasileirao Serie A 2022,4,3,11,11,4,4,1,2,10,11
2022-06-08,10,America-MG,Ceara,Brasileirao Serie A 2022,4,4,16,7,3,3,2,3,18,20
2022-06-08,10,Atletico-GO,Avai,Brasileirao Serie A 2022,8,6,13,10,5,3,1,3,12,12
2022-06-08,10,Bragantino,Flamengo,Brasileirao Serie A 2022,5,7,12,13,2,3,1,4,11,16
2022-06-08,10,Fluminense,Atletico-MG,Brasileirao Serie A 2022,1,9,13,11,9,6,3,3,13,15
2022-06-08,10,Juventude,Athletico-PR,Brasileirao Serie A 2022,11,5,17,7,4,6,2,4,9,10
2022-06-08,10,Santos,Internacional,Brasileirao Serie A 2022,10,3,22,11,6,6,2,1,11,16
2022-06-09,10,Coritiba,Sao Paulo,Brasileirao Serie A 2022,1,10,11,16,2,4,3,3,12,13
2022-06-09,10,Fortaleza,Goias,Brasileirao Serie A 2022,6,2,20,12,4,2,1,2,12,18
2022-06-09,10,Palmeiras,Botafogo-RJ,Brasileirao Serie A 2022,7,4,14,12,6,3,1,1,16,14
2022-06-11,11,Atletico-MG,Santos,Brasileirao Serie A 2022,5,6,16,12,4,6,4,4,11,16
2022-06-11,11,Corinthians,Juventude,Brasileirao Serie A 2022,4,5,13,8,3,2,1,4,15,12
2022-06-11,11,Cuiaba,Bragantino,Brasileirao Serie A 2022,5,4,19,8,5,4,1,3,14,15
2022-06-11,11,Fluminense,Atletico-GO,Brasileirao Serie A 2022,10,6,15,17,4,9,3,2,10,13
2022-06-11,11,Internacional,Flamengo,Brasileirao Serie A 2022,4,4,11,16,4,3,3,3,15,14
2022-06-12,11,Coritiba,Palmeiras,Brasileirao Serie A 2022,5,6,11,16,4,6,1,2,11,13
2022-06-12,11,Fortaleza,Athletico-PR,Brasileirao Serie A 2022,7,1,23,7,6,0,1,3,13,12
2022-06-12,11,Goias,Ceara,Brasileirao Serie A 2022,2,10,12,20,4,6,6,2,20,14
2022-06-12,11,Sao Paulo,America-MG,Brasileirao Serie A 2022,2,4,15,11,2,5,2,2,14,16
2022-06-13,11,Botafogo-RJ,Avai,Brasileirao Serie A 2022,7,1,22,9,7,2,4,4,19,22
2022-06-14,12,Juventude,Santos,Brasileirao Serie A 2022,4,9,10,18,1,9,1,2,19,14
2022-06-15,12,America-MG,Fluminense,Brasileirao Serie A 2022,3,8,9,20,4,3,3,1,12,9
2022-06-15,12,Athletico-PR,Corinthians,Brasileirao Serie A 2022,11,4,21,11,2,6,2,2,12,9
2022-06-15,12,Bragantino,Coritiba,Brasileirao Serie A 2022,4,5,18,16,7,5,2,1,13,12
2022-06-15,12,Ceara,Atletico-MG,Brasileirao Serie A 2022,5,2,16,14,3,2,2,3,14,17
2022-06-15,12,Flamengo,Cuiaba,Brasileirao Serie A 2022,4,3,15,6,6,1,1,2,17,14
2022-06-15,12,Goias,Internacional,Brasileirao Serie A 2022,8,2,7,16,3,8,4,3,11,14
2022-06-16,12,Avai,Fortaleza,Brasileirao Serie A 2022,3,4,12,4,4,3,1,3,16,17
2022-06-16,12,Botafogo-RJ,Sao Paulo,Brasileirao Serie A 2022,3,3,17,6,3,2,6,3,17,17
2022-06-16,12,Palmeiras,Atletico-GO,Brasileirao Serie A 2022,12,4,29,10,12,2,2,1,12,16
